epoch_idx	precision@1	recall@1	ndcg@1	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
5.0	0.12329263985157013	0.12329263985157013	0.12329263870421854	0.0532817579805851	0.2664088010787964	0.19493693312761917	0.03534388914704323	0.3534388840198517	0.22306231698136783
10.0	0.16342318058013916	0.16342318058013916	0.16342318385108184	0.07687658816576004	0.3843829333782196	0.27442973991119013	0.05305210128426552	0.5305209755897522	0.3214957502633335
15.0	0.2145533710718155	0.2145533710718155	0.21455336637253716	0.10042307525873184	0.5021153092384338	0.3621811566172263	0.064668208360672	0.6466819643974304	0.40913710549844345
20.0	0.268463671207428	0.268463671207428	0.26846367702163665	0.11514567583799362	0.5757282972335815	0.42811144428549786	0.07211410999298096	0.7211410403251648	0.4751732922954778
25.0	0.30944034457206726	0.30944034457206726	0.3094403481203916	0.130375936627388	0.651879608631134	0.4880946537367297	0.07945123314857483	0.7945122718811035	0.5344150245855155
30.0	0.32273662090301514	0.32273662090301514	0.3227366130786897	0.13634717464447021	0.6817357540130615	0.5098684947059763	0.08283573389053345	0.8283572793006897	0.5577454578569166
35.0	0.32418709993362427	0.32418709993362427	0.32418711471050404	0.13888555765151978	0.6944276690483093	0.5157710960336438	0.08308956772089005	0.8308956623077393	0.5604116294685632
40.0	0.35416415333747864	0.35416415333747864	0.354164148434667	0.1425359845161438	0.7126798033714294	0.5406375799094713	0.08397196233272552	0.8397195935249329	0.5822449297035959
45.0	0.3455820083618164	0.3455820083618164	0.3455820137797655	0.14130304753780365	0.7065151929855347	0.53469244960137	0.08282364904880524	0.82823646068573	0.5743553805102212
50.0	0.3712075352668762	0.3712075352668762	0.37120754260848543	0.14870060980319977	0.7435029745101929	0.5660074521181471	0.08582136034965515	0.858213484287262	0.6034541186852995
