epoch_idx	precision@1	recall@1	ndcg@1	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
5.0	0.11543575674295425	0.11543575674295425	0.11543575486522423	0.052338939160108566	0.26169466972351074	0.19103014087499837	0.03336154296994209	0.33361536264419556	0.21423420207465568
10.0	0.12969902157783508	0.12969902157783508	0.12969902091139854	0.056086063385009766	0.28043031692504883	0.20691373081975603	0.03609331697225571	0.3609331548213959	0.23286099008938269
15.0	0.1497642993927002	0.1497642993927002	0.14976429348483017	0.06319352239370346	0.3159676194190979	0.23597520772936253	0.03975583240389824	0.397558331489563	0.2621670982592047
20.0	0.16523630917072296	0.16523630917072296	0.16523631089084975	0.06681977212429047	0.3340988755226135	0.25349527427383794	0.0420403778553009	0.42040371894836426	0.28119534050221034
25.0	0.19545508921146393	0.19545508921146393	0.19545509488698176	0.07859302312135696	0.39296507835388184	0.29916545179493803	0.04986100271344185	0.4986099302768707	0.3333235504048669
30.0	0.21165236830711365	0.21165236830711365	0.2116523631089085	0.0865224301815033	0.4326121211051941	0.326564880354556	0.053861964493989944	0.5386195778846741	0.360688365027305
35.0	0.24271726608276367	0.24271726608276367	0.2427172730569322	0.1012691929936409	0.5063459277153015	0.38038727260854255	0.0622144415974617	0.622144341468811	0.41760931079493285
40.0	0.24646440148353577	0.24646440148353577	0.24646440227245256	0.10680527240037918	0.5340263247489929	0.39667558982599915	0.06607035547494888	0.6607034802436829	0.43756355635317096
45.0	0.2787380516529083	0.2787380516529083	0.27873806358032155	0.11804667115211487	0.5902332663536072	0.4402702554960052	0.07207785546779633	0.7207784652709961	0.48245606718267825
50.0	0.29457271099090576	0.29457271099090576	0.29457270639429467	0.12491238117218018	0.6245618462562561	0.4664113332712329	0.07548654079437256	0.7548652291297913	0.5087516926633135
