epoch_idx	precision@1	recall@1	ndcg@1	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.10467787086963654	0.10467787086963654	0.10467786776260123	0.02842983417212963	0.1421491652727127	0.12618458134280375	0.01489181723445654	0.14891816675662994	0.12843831530373964
20.0	0.11869938671588898	0.11869938671588898	0.11869938353680648	0.04252387583255768	0.2126193642616272	0.16783034798408974	0.025818929076194763	0.25818929076194763	0.1822168338011416
30.0	0.14843466877937317	0.14843466877937317	0.14843466698900037	0.05751239135861397	0.28756195306777954	0.2210292059761013	0.03355494141578674	0.33554938435554504	0.23635390334131498
40.0	0.1756315678358078	0.1756315678358078	0.17563157258551915	0.07254926860332489	0.3627462685108185	0.2748924955059641	0.04188323765993118	0.41883233189582825	0.29301113312526694
50.0	0.22047625482082367	0.22047625482082367	0.22047624803577903	0.09126074612140656	0.4563036262989044	0.3469833544139932	0.05139611288905144	0.5139610767364502	0.36564727601253094
